Preset Number,CC18+Op1 Detune+(0-127),CC27+Op1 Multiple+(0-127),CC19+Op1 Level+(0-127),CC29+Op1 Attack+(0-127),CC21+Op1 Decay+(0-127),CC25+Op1 Sustain+(0-127),CC17+Op1 Sustain Rate+(0-127),CC30+Op1 Release+(0-127),CC31+Op2 Detune+(0-127),CC32+Op2 Multiple+(0-127),CC40+Op2 Level+(0-127),CC36+Op2 Attack+(0-127),CC44+Op2 Decay+(0-127),CC42+Op2 Sustain+(0-127),CC34+Op2 Sustain Rate+(0-127),CC11+Op2 Release+(0-127),CC20+Op3 Detune+(0-127),CC24+Op3 Multiple+(0-127),CC16+Op3 Level+(0-127),CC49+Op3 Attack+(0-127),CC50+Op3 Decay+(0-127),CC51+Op3 Sustain+(0-127),CC45+Op3 Sustain Rate+(0-127),CC37+Op3 Release+(0-127),CC47+Op4 Detune+(0-127),CC39+Op4 Multiple+(0-127),CC38+Op4 Level+(0-127),CC46+Op4 Attack+(0-127),CC33+Op4 Decay+(0-127),CC41+Op4 Sustain+(0-127),CC43+Op4 Sustain Rate+(0-127),CC35+Op4 Release+(0-127),CC7+Volume+(0-127),CC4+Algorithm+(1-8),CC3+Feedback+(0-127),CC28+Fat+(0-127),CC15+LFO1 Rate+(0-127),CC12+LFO1 Depth+(0-127),CC10+LFO2 Rate+(0-127),CC9+LFO2 Depth+(0-127),CC14+LFO3 Rate+(0-127),CC2+LFO3 Depth+(0-127),CC6+Arp Rate+(0-127),CC5+Arp Range+(0-127),CC48+Vibrato Rate+(0-127),CC13+Vibrato Depth+(0-127),CC78+Voice Mode+(0-5),CC78+Voice Mode Name+(0-5),CC78+Octave Offset+(10-13),CC78+Op1 Rate Scaling+(20-23),CC78+Op2 Rate Scaling+(30-33),CC78+Op3 Rate Scaling+(40-43),CC78+Op4 Rate Scaling+(50-53),CC78+Op1 Envelope Mode+(25-27),CC78+Op1 Envelope Mode Name+(25-27),CC78+Op2 Envelope Mode+(35-37),CC78+Op2 Envelope Mode Name+(35-37),CC78+Op3 Envelope Mode+(45-47),CC78+Op3 Envelope Mode Name+(45-47),CC78+Op4 Envelope Mode+(55-57),CC78+Op4 Envelope Mode Name+(55-57),CC70+Arp Mode+(85-92),CC70+Arp Mode Name+(85-92),CC70+LFO1 Shape+(0-5),CC70+LFO1 Shape Name+(0-5),CC70+LFO1 Retrig+(6-7),CC70+LFO1 Loop+(8-9),CC70+LFO2 Shape+(16-21),CC70+LFO2 Shape Name+(16-21),CC70+LFO2 Retrig+(22-23),CC70+LFO2 Loop+(24-25),CC70+LFO3 Shape+(32-37),CC70+LFO3 Shape Name+(32-37),CC70+LFO3 Retrig+(38-39),CC70+LFO3 Loop+(40-41),CC75+Glide+(0-127),CC76+Fine+(0-127),CC71+LFO1 Link Op1 Detune+(0-1),CC71+LFO1 Link Op1 Multiple+(2-3),CC71+LFO1 Link Op1 Level+(4-5),CC71+LFO1 Link Op1 Attack+(8-9),CC71+LFO1 Link Op1 Decay+(10-11),CC71+LFO1 Link Op1 Sustain Rate+(12-13),CC71+LFO1 Link Op1 Sustain+(14-15),CC71+LFO1 Link Op1 Release+(16-17),CC71+LFO1 Link Op3 Detune+(18-19),CC71+LFO1 Link Op3 Multiple+(20-21),CC71+LFO1 Link Op3 Level+(22-23),CC71+LFO1 Link Op3 Attack+(26-27),CC71+LFO1 Link Op3 Decay+(28-29),CC71+LFO1 Link Op3 Sustain Rate+(30-31),CC71+LFO1 Link Op3 Sustain+(32-33),CC71+LFO1 Link Op3 Release+(34-35),CC71+LFO1 Link Op2 Detune+(36-37),CC71+LFO1 Link Op2 Multiple+(38-39),CC71+LFO1 Link Op2 Level+(40-41),CC71+LFO1 Link Op2 Attack+(44-45),CC71+LFO1 Link Op2 Decay+(46-47),CC71+LFO1 Link Op2 Sustain Rate+(48-49),CC71+LFO1 Link Op2 Sustain+(50-51),CC71+LFO1 Link Op2 Release+(52-53),CC71+LFO1 Link Op4 Detune+(54-55),CC71+LFO1 Link Op4 Multiple+(56-57),CC71+LFO1 Link Op4 Level+(58-59),CC71+LFO1 Link Op4 Attack+(62-63),CC71+LFO1 Link Op4 Decay+(64-65),CC71+LFO1 Link Op4 Sustain Rate+(66-67),CC71+LFO1 Link Op4 Sustain+(68-69),CC71+LFO1 Link Op4 Release+(70-71),CC71+LFO1 Link LFO1 Rate+(72-73),CC71+LFO1 Link LFO1 Depth+(74-75),CC71+LFO1 Link LFO2 Rate+(76-77),CC71+LFO1 Link LFO2 Depth+(78-79),CC71+LFO1 Link LFO3 Rate+(80-81),CC71+LFO1 Link LFO3 Depth+(82-83),CC71+LFO1 Link Algorithm+(84-85),CC71+LFO1 Link Feedback+(86-87),CC71+LFO1 Link Unused 44+(88-89),CC71+LFO1 Link Unused 45+(90-91),CC71+LFO1 Link Arp Rate+(92-93),CC71+LFO1 Link Arp Range+(94-95),CC71+LFO1 Link Vibrato Rate+(96-97),CC71+LFO1 Link Vibrato Depth+(98-99),CC71+LFO1 Link Fat+(100-101),CC72+LFO2 Link Op1 Detune+(0-1),CC72+LFO2 Link Op1 Multiple+(2-3),CC72+LFO2 Link Op1 Level+(4-5),CC72+LFO2 Link Op1 Attack+(8-9),CC72+LFO2 Link Op1 Decay+(10-11),CC72+LFO2 Link Op1 Sustain Rate+(12-13),CC72+LFO2 Link Op1 Sustain+(14-15),CC72+LFO2 Link Op1 Release+(16-17),CC72+LFO2 Link Op3 Detune+(18-19),CC72+LFO2 Link Op3 Multiple+(20-21),CC72+LFO2 Link Op3 Level+(22-23),CC72+LFO2 Link Op3 Attack+(26-27),CC72+LFO2 Link Op3 Decay+(28-29),CC72+LFO2 Link Op3 Sustain Rate+(30-31),CC72+LFO2 Link Op3 Sustain+(32-33),CC72+LFO2 Link Op3 Release+(34-35),CC72+LFO2 Link Op2 Detune+(36-37),CC72+LFO2 Link Op2 Multiple+(38-39),CC72+LFO2 Link Op2 Level+(40-41),CC72+LFO2 Link Op2 Attack+(44-45),CC72+LFO2 Link Op2 Decay+(46-47),CC72+LFO2 Link Op2 Sustain Rate+(48-49),CC72+LFO2 Link Op2 Sustain+(50-51),CC72+LFO2 Link Op2 Release+(52-53),CC72+LFO2 Link Op4 Detune+(54-55),CC72+LFO2 Link Op4 Multiple+(56-57),CC72+LFO2 Link Op4 Level+(58-59),CC72+LFO2 Link Op4 Attack+(62-63),CC72+LFO2 Link Op4 Decay+(64-65),CC72+LFO2 Link Op4 Sustain Rate+(66-67),CC72+LFO2 Link Op4 Sustain+(68-69),CC72+LFO2 Link Op4 Release+(70-71),CC72+LFO2 Link LFO1 Rate+(72-73),CC72+LFO2 Link LFO1 Depth+(74-75),CC72+LFO2 Link LFO2 Rate+(76-77),CC72+LFO2 Link LFO2 Depth+(78-79),CC72+LFO2 Link LFO3 Rate+(80-81),CC72+LFO2 Link LFO3 Depth+(82-83),CC72+LFO2 Link Algorithm+(84-85),CC72+LFO2 Link Feedback+(86-87),CC72+LFO2 Link Unused 44+(88-89),CC72+LFO2 Link Unused 45+(90-91),CC72+LFO2 Link Arp Rate+(92-93),CC72+LFO2 Link Arp Range+(94-95),CC72+LFO2 Link Vibrato Rate+(96-97),CC72+LFO2 Link Vibrato Depth+(98-99),CC72+LFO2 Link Fat+(100-101),CC73+LFO3 Link Op1 Detune+(0-1),CC73+LFO3 Link Op1 Multiple+(2-3),CC73+LFO3 Link Op1 Level+(4-5),CC73+LFO3 Link Op1 Attack+(8-9),CC73+LFO3 Link Op1 Decay+(10-11),CC73+LFO3 Link Op1 Sustain Rate+(12-13),CC73+LFO3 Link Op1 Sustain+(14-15),CC73+LFO3 Link Op1 Release+(16-17),CC73+LFO3 Link Op3 Detune+(18-19),CC73+LFO3 Link Op3 Multiple+(20-21),CC73+LFO3 Link Op3 Level+(22-23),CC73+LFO3 Link Op3 Attack+(26-27),CC73+LFO3 Link Op3 Decay+(28-29),CC73+LFO3 Link Op3 Sustain Rate+(30-31),CC73+LFO3 Link Op3 Sustain+(32-33),CC73+LFO3 Link Op3 Release+(34-35),CC73+LFO3 Link Op2 Detune+(36-37),CC73+LFO3 Link Op2 Multiple+(38-39),CC73+LFO3 Link Op2 Level+(40-41),CC73+LFO3 Link Op2 Attack+(44-45),CC73+LFO3 Link Op2 Decay+(46-47),CC73+LFO3 Link Op2 Sustain Rate+(48-49),CC73+LFO3 Link Op2 Sustain+(50-51),CC73+LFO3 Link Op2 Release+(52-53),CC73+LFO3 Link Op4 Detune+(54-55),CC73+LFO3 Link Op4 Multiple+(56-57),CC73+LFO3 Link Op4 Level+(58-59),CC73+LFO3 Link Op4 Attack+(62-63),CC73+LFO3 Link Op4 Decay+(64-65),CC73+LFO3 Link Op4 Sustain Rate+(66-67),CC73+LFO3 Link Op4 Sustain+(68-69),CC73+LFO3 Link Op4 Release+(70-71),CC73+LFO3 Link LFO1 Rate+(72-73),CC73+LFO3 Link LFO1 Depth+(74-75),CC73+LFO3 Link LFO2 Rate+(76-77),CC73+LFO3 Link LFO2 Depth+(78-79),CC73+LFO3 Link LFO3 Rate+(80-81),CC73+LFO3 Link LFO3 Depth+(82-83),CC73+LFO3 Link Algorithm+(84-85),CC73+LFO3 Link Feedback+(86-87),CC73+LFO3 Link Unused 44+(88-89),CC73+LFO3 Link Unused 45+(90-91),CC73+LFO3 Link Arp Rate+(92-93),CC73+LFO3 Link Arp Range+(94-95),CC73+LFO3 Link Vibrato Rate+(96-97),CC73+LFO3 Link Vibrato Depth+(98-99),CC73+LFO3 Link Fat+(100-101),CC-1+fmBase[44] (unused)+(N/A),CC-1+fmBase[45] (unused)+(N/A),CC-1+v4 Preset Flag+(N/A),CC-1+Seq Length+(N/A),CC-1+Seq[0]+(N/A),CC-1+Seq[1]+(N/A),CC-1+Seq[2]+(N/A),CC-1+Seq[3]+(N/A),CC-1+Seq[4]+(N/A),CC-1+Seq[5]+(N/A),CC-1+Seq[6]+(N/A),CC-1+Seq[7]+(N/A),CC-1+Seq[8]+(N/A),CC-1+Seq[9]+(N/A),CC-1+Seq[10]+(N/A),CC-1+Seq[11]+(N/A),CC-1+Seq[12]+(N/A),CC-1+Seq[13]+(N/A),CC-1+Seq[14]+(N/A),CC-1+Seq[15]+(N/A),CC-1+Padding Byte+(N/A)
39,32,112,1,0,0,40,24,104,80,16,95,64,104,0,56,0,64,88,95,64,28,32,124,0,0,112,3,0,60,16,104,0,8,7,96,0,22,23,120,0,27,33,1,0,0,42,0,Poly12,2,0,2,3,3,0,Off,1,Forward,1,Forward,1,Forward,0,Off,0,Square,0,0,5,Random Inf,0,1,3,Saw,1,0,56,61,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,6,14,0,0,0,127,134,139,146,139,134,139,134,0,134,137,130,129,N/A
40,0,32,68,0,36,32,56,0,80,16,93,0,92,8,116,8,80,64,95,64,28,32,92,0,0,112,3,0,60,16,108,0,1,6,112,117,31,18,120,0,27,14,1,0,0,35,0,Poly12,2,2,3,3,3,0,Off,1,Forward,1,Forward,1,Forward,0,Off,0,Square,0,0,5,Random Inf,0,1,3,Saw,1,0,64,63,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,6,10,0,0,0,127,127,128,127,127,134,127,127,127,127,128,127,127,N/A
41,96,16,68,28,36,32,20,0,80,32,94,44,104,24,76,8,80,32,85,92,28,40,44,0,32,112,35,0,4,16,60,0,8,7,112,0,31,26,120,0,27,33,1,0,0,33,0,Poly12,2,0,3,3,3,0,Off,1,Forward,1,Forward,1,Forward,0,Off,0,Square,0,0,5,Random Inf,0,0,4,Inv Saw,1,0,56,61,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,7,10,14,0,0,0,127,130,134,137,139,137,134,132,0,134,137,130,129,N/A
42,64,96,54,28,40,32,24,0,80,16,95,0,92,8,16,8,64,88,73,64,28,32,80,0,0,112,3,0,56,16,4,0,8,7,112,80,31,23,120,2,107,57,1,0,0,11,0,Poly12,2,0,3,3,3,0,Off,1,Forward,1,Forward,1,Forward,0,Off,0,Square,0,0,5,Random Inf,0,1,3,Saw,1,1,56,61,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,6,14,0,0,0,127,130,134,137,139,137,134,132,0,134,137,130,129,N/A
43,64,64,86,28,0,32,0,0,80,120,94,0,56,0,116,8,80,32,79,64,0,40,28,120,0,112,15,0,28,0,100,0,8,1,112,127,9,2,117,0,27,50,1,0,0,32,0,Poly12,2,0,3,3,2,0,Off,1,Forward,1,Forward,1,Forward,0,Off,0,Square,0,0,5,Random Inf,0,1,3,Saw,1,0,56,61,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,12,14,0,0,0,127,130,134,137,139,137,134,132,0,134,137,130,129,N/A
44,64,112,88,116,40,32,0,88,112,120,96,64,40,16,68,112,64,72,80,28,76,56,0,16,32,24,32,56,56,16,108,120,116,8,112,0,30,16,9,127,33,71,0,0,30,17,3,Unison,2,0,2,3,3,2,Ping Pong,0,Off,0,Off,1,Forward,1,Up,2,Triangle,0,0,4,Inv Saw,0,1,1,Inv Square,0,1,64,56,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,127,139,127,130,142,130,132,144,132,128,140,140,130,142,N/A
45,64,120,88,28,40,16,32,104,48,80,59,112,64,16,92,64,48,80,60,28,92,16,112,0,48,0,32,56,8,16,124,0,128,1,0,0,27,29,88,15,7,15,3,3,15,0,0,Poly12,0,0,1,3,0,0,Off,0,Off,0,Off,0,Off,0,Off,1,Inv Square,0,0,0,Square,0,0,5,Random Inf,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
46,0,0,12,20,0,40,40,16,96,0,107,124,28,56,88,120,64,0,64,52,96,56,124,120,48,8,46,72,100,56,64,24,6,4,96,5,16,31,17,3,0,27,1,3,0,0,0,Poly12,2,1,1,1,0,1,Forward,0,Off,1,Forward,1,Forward,0,Off,0,Square,0,1,5,Random Inf,1,1,0,Square,1,1,64,62,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,199,14,2,0,0,0,0,127,130,134,137,139,137,134,132,0,134,137,130,N/A
47,0,64,12,8,108,24,0,112,96,0,101,76,92,0,64,0,64,0,72,84,92,56,64,120,48,8,46,124,124,56,64,120,6,4,96,0,16,24,17,3,0,27,2,2,0,0,0,Poly12,2,1,1,1,0,0,Off,0,Off,1,Forward,1,Forward,0,Off,1,Inv Square,0,1,5,Random Inf,1,1,1,Inv Square,1,1,64,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,199,14,2,0,0,0,0,127,130,134,137,139,137,134,132,0,134,137,130,N/A
48,0,64,21,44,28,24,0,64,96,0,96,120,124,56,72,40,64,0,64,116,124,48,80,72,48,8,46,120,124,56,64,120,6,4,96,0,16,27,17,0,0,27,0,0,0,0,0,Poly12,2,0,1,1,0,1,Forward,0,Off,1,Forward,1,Forward,0,Off,0,Square,0,1,5,Random Inf,1,1,1,Inv Square,1,1,64,62,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,95,14,2,0,0,0,64,127,130,134,137,139,137,183,132,0,134,137,130,N/A
49,0,64,5,12,40,24,0,0,96,0,108,48,28,56,64,120,64,8,69,20,92,56,64,120,48,8,46,12,92,56,124,120,6,4,96,0,16,22,23,120,68,27,2,0,0,0,0,Poly12,2,1,1,1,0,1,Forward,0,Off,1,Forward,1,Forward,0,Off,0,Square,0,1,5,Random Inf,1,1,1,Inv Square,1,1,64,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,93,14,2,0,0,0,64,127,130,134,137,139,137,134,132,0,134,137,130,N/A
